id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region,profitability,risk_flag,loan_year,default_rate_indicator,income_to_loan_ratio
7388485,2013,2013-09-01,1032015,8.0,MORTGAGE,3,Low,67000,1,29700,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,16.2,C,3,29.73,16733.35,9114.84,2921.6,1047.1,Northern-Irl,-12966.650000000001,1,2013,0.13883089770354906,2.255892255892256
6595771,2013,2013-08-01,1012016,1.0,MORTGAGE,3,Low,65000,1,10000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.22,C,3,6.57,10079.0,7681.53,0.0,347.74,Northern-Irl,79.0,0,2013,0.13883089770354906,6.5
4374613,2013,2013-04-01,1122015,3.0,OWN,2,Medium,110000,2,16550,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.12,B,2,5.61,17620.8,14402.08,0.0,550.65,ulster,1070.7999999999993,0,2013,0.13883089770354906,6.646525679758308
3239568,2013,2013-01-01,1092013,10.0,RENT,1,Low,67200,1,1800,36,1,INDIVIDUAL,1,major_purchase,8,High,2,GOOD LOAN,0,18.49,D,4,29.09,2005.09,1800.0,0.0,65.52,ulster,205.08999999999992,0,2013,0.13883089770354906,37.333333333333336
34943936,2014,2014-11-01,1012016,7.0,RENT,1,Low,90000,1,20000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.99,D,4,19.79,6677.25,3357.85,0.0,486.26,Northern-Irl,-13322.75,0,2014,0.07904642409033877,4.5
630137,2010,2010-12-01,1092011,6.05,RENT,1,Low,53000,1,12000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,BAD LOAN,1,12.98,C,3,15.42,3631.14,2574.53,0.0,404.22,Northern-Irl,-8368.86,1,2010,0.14953933380581147,4.416666666666667
1052181,2011,2011-12-01,1122013,6.0,MORTGAGE,3,Low,33280,1,12000,60,2,INDIVIDUAL,1,other,4,Low,1,GOOD LOAN,0,8.9,A,1,9.3,13781.9,12000.0,0.0,248.52,leinster,1781.8999999999996,0,2011,0.15083210448704445,2.7733333333333334
7685274,2013,2013-10-01,1082014,2.0,RENT,1,Low,30000,1,9950,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,11.99,B,2,22.36,10837.42246,9950.0,0.0,330.44,cannught,887.4224599999998,0,2013,0.13883089770354906,3.0150753768844223
1098006,2012,2012-01-01,1012013,0.5,RENT,1,Low,48000,1,23275,36,1,INDIVIDUAL,1,car,2,High,2,GOOD LOAN,0,19.91,E,5,6.95,27348.8,23275.0,0.0,863.92,ulster,4073.7999999999993,0,2012,0.15946336078797657,2.0622986036519872
35893861,2014,2014-11-01,1122015,10.0,RENT,1,Low,34999,1,15000,60,2,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,12.39,C,3,27.13,4350.51,2515.02,0.0,336.64,munster,-10649.49,0,2014,0.07904642409033877,2.333266666666667
1109555,2012,2012-01-01,1092013,10.0,RENT,1,Low,80000,1,25000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,14.65,C,3,14.86,17024.25,6051.38,5812.92,590.17,cannught,-7975.75,1,2012,0.15946336078797657,3.2
587135,2011,2011-01-01,1032013,1.0,RENT,1,Low,49000,1,7000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,18.17,F,6,2.35,4629.33,1989.69,286.34,178.41,leinster,-2370.67,1,2011,0.15083210448704445,7.0
6568343,2013,2013-08-01,1052015,6.0,RENT,1,Low,59000,1,18000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.88,C,3,16.9,21068.51142,18000.0,0.0,436.58,Northern-Irl,3068.511419999999,0,2013,0.13883089770354906,3.2777777777777777
34061937,2014,2014-11-01,1012016,5.0,RENT,1,Low,60000,1,15000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,8.19,A,1,21.7,6592.36,5401.48,0.0,471.37,ulster,-8407.64,0,2014,0.07904642409033877,4.0
1508539,2012,2012-09-01,1112013,1.0,RENT,1,Low,19500,1,3225,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,BAD LOAN,1,7.9,A,1,28.12,1410.36,1162.59,0.0,100.92,Northern-Irl,-1814.64,1,2012,0.15946336078797657,6.046511627906977
24735540,2014,2014-08-01,1122015,4.0,MORTGAGE,3,Low,50000,1,14400,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.99,D,4,16.25,8213.28,5513.35,0.0,513.33,cannught,-6186.719999999999,0,2014,0.07904642409033877,3.4722222222222223
3725173,2013,2013-03-01,1012016,0.5,RENT,1,Low,80000,1,9200,36,1,INDIVIDUAL,1,small_business,3,High,2,BAD LOAN,1,18.75,D,4,7.85,528.55,0.0,528.55,336.08,Northern-Irl,-8671.45,1,2013,0.13883089770354906,8.695652173913043
642483,2010,2010-12-01,1072011,10.0,RENT,1,Low,50000,1,20000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,20.4,G,7,12.86,5306.33,2548.51,787.43,747.36,ulster,-14693.67,1,2010,0.14953933380581147,2.5
6084693,2013,2013-07-01,1122015,6.0,MORTGAGE,3,Low,98900,1,35000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,25.83,G,7,18.44,30274.65,11548.93,0.0,1044.4,leinster,-4725.3499999999985,0,2013,0.13883089770354906,2.8257142857142856
8064978,2013,2013-10-01,1122015,8.0,OWN,2,Low,86000,1,35000,36,1,INDIVIDUAL,1,home_improvement,7,High,2,GOOD LOAN,0,18.55,D,4,29.26,33150.36,23270.28,0.0,1275.02,ulster,-1849.6399999999994,0,2013,0.13883089770354906,2.4571428571428573
3675969,2013,2013-03-01,1122013,10.0,MORTGAGE,3,Low,90000,1,28000,60,2,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,19.05,D,4,23.09,31817.36,28000.0,0.0,727.11,cannught,3817.3600000000006,0,2013,0.13883089770354906,3.2142857142857144
798501,2011,2011-07-01,1112012,0.5,MORTGAGE,3,Low,60000,1,8500,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.59,B,2,5.76,9476.57,8500.0,0.0,276.64,leinster,976.5699999999997,0,2011,0.15083210448704445,7.0588235294117645
34452983,2014,2014-11-01,1082015,1.0,MORTGAGE,3,Low,69000,1,14400,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,6.49,A,1,21.4,15054.77,14400.0,0.0,441.29,leinster,654.7700000000004,0,2014,0.07904642409033877,4.791666666666667
1615648,2012,2012-10-01,1102015,7.0,MORTGAGE,3,Low,53000,1,14300,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.31,C,3,9.6,17923.84397,14300.0,0.0,497.89,leinster,3623.8439700000017,0,2012,0.15946336078797657,3.7062937062937062
35803816,2014,2014-11-01,1122015,10.0,MORTGAGE,3,Medium,125000,2,24000,60,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.49,B,2,6.4,6676.65,4192.66,0.0,515.74,Northern-Irl,-17323.35,0,2014,0.07904642409033877,5.208333333333333
6525337,2013,2013-08-01,1012016,5.0,MORTGAGE,3,Medium,110000,2,15000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,8.9,A,1,22.45,13808.26,11759.26,0.0,476.3,munster,-1191.7399999999998,0,2013,0.13883089770354906,7.333333333333333
4285466,2013,2013-04-01,1072015,5.0,RENT,1,Low,48000,1,14600,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,19.05,D,4,10.55,9848.84,4694.15,0.0,379.14,Northern-Irl,-4751.16,1,2013,0.13883089770354906,3.287671232876712
31587573,2014,2014-11-01,1062015,10.0,MORTGAGE,3,Low,71000,1,20000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.49,B,2,14.67,21436.82,20000.0,0.0,668.98,ulster,1436.8199999999997,0,2014,0.07904642409033877,3.55
3731835,2013,2013-04-01,1072014,3.0,RENT,1,Low,53000,1,7000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,14.33,C,3,16.17,5605.55,2558.8,2000.0,240.37,ulster,-1394.4499999999998,1,2013,0.13883089770354906,7.571428571428571
34603317,2014,2014-11-01,1122015,0.5,RENT,1,Low,77600,1,28000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,14.31,C,3,13.02,12473.34,8764.67,0.0,961.2,cannught,-15526.66,1,2014,0.07904642409033877,2.7714285714285714
1329220,2012,2012-06-01,1022014,4.0,RENT,1,Low,50000,1,9250,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,8.9,A,1,24.4,10266.65,9250.0,0.0,293.72,cannught,1016.6499999999996,0,2012,0.15946336078797657,5.405405405405405
388441,2009,2009-03-01,1042012,2.0,RENT,1,Low,76344,1,5000,36,1,INDIVIDUAL,1,house,12,Low,1,GOOD LOAN,0,9.63,A,1,8.63,5776.13,5000.0,0.0,160.48,munster,776.1300000000001,0,2009,0.14492753623188406,15.2688
601653,2010,2010-10-01,1112013,7.0,RENT,1,Low,86502,1,8000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.36,B,2,6.12,9341.04,8000.0,0.0,259.5,ulster,1341.0400000000009,0,2010,0.14953933380581147,10.81275
8316344,2013,2013-11-01,1012016,3.0,MORTGAGE,3,Medium,135000,2,30000,36,1,INDIVIDUAL,1,home_improvement,7,Low,1,GOOD LOAN,0,9.99,B,2,6.98,25164.88,20750.2,0.0,967.88,munster,-4835.119999999999,0,2013,0.13883089770354906,4.5
37177116,2014,2014-12-01,1012016,1.0,RENT,1,Medium,130000,2,9000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,6.03,A,1,12.66,3554.93,3064.34,0.0,273.92,ulster,-5445.07,0,2014,0.07904642409033877,14.444444444444445
8559273,2013,2013-11-01,1012016,3.0,RENT,1,Medium,112000,2,10000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.99,B,2,26.85,8527.39,6883.84,0.0,327.34,leinster,-1472.6100000000006,0,2013,0.13883089770354906,11.2
3355608,2013,2013-02-01,1072013,10.0,MORTGAGE,3,Low,54240,1,16000,60,2,INDIVIDUAL,1,other,4,High,2,GOOD LOAN,0,23.28,F,6,30.29,17521.52,16000.0,0.0,453.63,leinster,1521.5200000000004,0,2013,0.13883089770354906,3.39
506486,2010,2010-04-01,1082011,10.0,MORTGAGE,3,Low,95000,1,15000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,7.88,A,1,9.44,16212.99,15000.0,0.0,469.21,cannught,1212.9899999999998,0,2010,0.14953933380581147,6.333333333333333
6114929,2013,2013-08-01,1012016,7.0,MORTGAGE,3,Low,80000,1,30000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.78,C,3,9.84,21498.7,11428.53,0.0,742.04,Northern-Irl,-8501.3,0,2013,0.13883089770354906,2.6666666666666665
1431600,2012,2012-08-01,1082015,5.0,MORTGAGE,3,Medium,105000,2,20000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.33,C,3,22.34,24717.30386,20000.0,0.0,686.77,leinster,4717.30386,0,2012,0.15946336078797657,5.25
29795517,2014,2014-10-01,1012016,6.05,MORTGAGE,3,Low,28500,1,7000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.61,D,4,9.77,3665.33,2527.77,0.0,244.76,leinster,-3334.67,0,2014,0.07904642409033877,4.071428571428571
28703129,2014,2014-10-01,1012015,10.0,OWN,2,Low,40000,1,4000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,18.24,D,4,14.01,435.3,256.76,0.0,145.1,ulster,-3564.7,1,2014,0.07904642409033877,10.0
1686184,2012,2012-11-01,1082015,2.0,RENT,1,Low,75000,1,15000,36,1,INDIVIDUAL,1,credit_card,1,High,2,BAD LOAN,1,19.05,D,4,17.82,18157.26,13391.56,13.95,550.22,ulster,3157.2599999999984,1,2012,0.15946336078797657,5.0
9186105,2013,2013-12-01,1012016,4.0,RENT,1,Low,26000,1,8725,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,21.0,E,5,26.2,7920.4,5121.95,0.0,328.72,ulster,-804.6000000000004,1,2013,0.13883089770354906,2.979942693409742
34863324,2014,2014-11-01,1012016,0.5,RENT,1,Medium,108000,2,17000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,8.67,B,2,18.07,7851.51,6431.78,0.0,537.99,ulster,-9148.49,0,2014,0.07904642409033877,6.352941176470588
883533,2011,2011-09-01,1122012,3.0,MORTGAGE,3,Low,62000,1,2000,36,1,INDIVIDUAL,1,home_improvement,7,Low,1,GOOD LOAN,0,6.03,A,1,5.15,2117.32,2000.0,0.0,60.88,leinster,117.32000000000016,0,2011,0.15083210448704445,31.0
8615837,2013,2013-11-01,1072015,0.5,OWN,2,Low,52000,1,18000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,BAD LOAN,1,7.9,A,1,7.92,11263.46,9472.58,0.0,563.23,cannught,-6736.540000000001,1,2013,0.13883089770354906,2.888888888888889
35003732,2014,2014-12-01,1012016,10.0,RENT,1,Low,95000,1,20000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.99,C,3,8.71,6167.44,3166.74,0.0,475.7,Northern-Irl,-13832.560000000001,0,2014,0.07904642409033877,4.75
5954822,2013,2013-07-01,1042014,10.0,MORTGAGE,3,Medium,110000,2,10000,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,18.25,D,4,14.41,11252.58652,10000.0,0.0,362.78,ulster,1252.5865200000007,0,2013,0.13883089770354906,11.0
29664482,2014,2014-10-01,1012016,10.0,MORTGAGE,3,Low,85000,1,10000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,7.69,A,1,12.49,4674.83,3889.35,0.0,311.94,munster,-5325.17,0,2014,0.07904642409033877,8.5
6581651,2013,2013-08-01,1032015,10.0,MORTGAGE,3,Medium,120000,2,17450,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,9.71,B,2,28.72,19535.79399,17450.0,0.0,560.69,cannught,2085.7939899999983,0,2013,0.13883089770354906,6.876790830945558
37600268,2014,2014-12-01,1012015,3.0,MORTGAGE,3,Low,50000,1,4000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,17.86,D,4,26.71,4096.27,4000.0,0.0,144.33,leinster,96.27000000000044,0,2014,0.07904642409033877,12.5
7698235,2013,2013-10-01,1012016,9.0,RENT,1,Low,60000,1,10000,36,1,INDIVIDUAL,1,home_improvement,7,High,2,GOOD LOAN,0,15.61,C,3,16.6,9440.11,7048.23,0.0,349.65,Northern-Irl,-559.8899999999994,0,2013,0.13883089770354906,6.0
5864625,2013,2013-07-01,1092014,3.0,RENT,1,Low,44720,1,7000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,18.85,D,4,11.73,2530.36,1101.4,0.0,181.01,leinster,-4469.639999999999,1,2013,0.13883089770354906,6.388571428571429
5779070,2013,2013-07-01,1012016,5.0,MORTGAGE,3,Medium,160000,2,35000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,21.98,E,5,15.17,28987.47,12849.73,0.0,966.27,Northern-Irl,-6012.529999999999,0,2013,0.13883089770354906,4.571428571428571
34703720,2014,2014-11-01,1012016,10.0,RENT,1,Low,34000,1,12000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.31,C,3,20.65,3926.7,2090.05,0.0,281.16,ulster,-8073.3,0,2014,0.07904642409033877,2.8333333333333335
6605557,2013,2013-08-01,1012016,7.0,RENT,1,Low,87000,1,33000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,19.52,D,4,24.15,25092.95,12055.12,0.0,865.51,ulster,-7907.049999999999,0,2013,0.13883089770354906,2.6363636363636362
9225696,2013,2013-12-01,1012016,6.05,MORTGAGE,3,Low,57887,1,15000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,17.76,D,4,10.09,13512.17,9550.67,0.0,540.49,ulster,-1487.83,0,2013,0.13883089770354906,3.8591333333333333
7440035,2013,2013-10-01,1012016,10.0,MORTGAGE,3,Low,60000,1,26000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.2,C,3,19.76,17145.68,9179.3,0.0,635.04,Northern-Irl,-8854.32,0,2013,0.13883089770354906,2.3076923076923075
24766522,2014,2014-08-01,1032015,10.0,MORTGAGE,3,Low,80000,1,24000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,24.5,F,6,22.22,8417.76,1309.8,4233.24,697.42,Northern-Irl,-15582.24,1,2014,0.07904642409033877,3.3333333333333335
2906777,2013,2013-01-01,1122013,4.0,RENT,1,Low,27000,1,9300,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,17.77,D,4,30.56,3684.34,2338.45,0.0,335.15,cannught,-5615.66,1,2013,0.13883089770354906,2.903225806451613
6517190,2013,2013-08-01,1012016,0.5,RENT,1,Low,85000,1,3000,36,1,INDIVIDUAL,1,other,4,High,2,GOOD LOAN,0,21.6,E,5,8.77,3310.5,2256.62,0.0,113.96,leinster,310.5,0,2013,0.13883089770354906,28.333333333333332
5945305,2013,2013-07-01,1012014,10.0,MORTGAGE,3,Medium,130000,2,14000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.33,C,3,21.31,14945.45,14000.0,0.0,480.74,cannught,945.4500000000007,0,2013,0.13883089770354906,9.285714285714286
3218731,2013,2013-02-01,1052015,10.0,MORTGAGE,3,Low,49000,1,6000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,13.11,B,2,7.58,7196.994544,6000.0,0.0,202.49,munster,1196.9945440000001,0,2013,0.13883089770354906,8.166666666666666
1601730,2012,2012-10-01,1122013,7.0,MORTGAGE,3,Low,43000,1,7500,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,8.9,A,1,18.73,8151.32,7500.0,0.0,238.15,leinster,651.3199999999997,0,2012,0.15946336078797657,5.733333333333333
8147233,2013,2013-11-01,1122015,10.0,MORTGAGE,3,Low,80000,1,10500,36,1,INDIVIDUAL,1,house,12,High,2,GOOD LOAN,0,21.7,E,5,7.53,14002.49001,10500.0,0.0,399.38,Northern-Irl,3502.4900099999995,0,2013,0.13883089770354906,7.619047619047619
26759587,2014,2014-09-01,1012016,0.5,RENT,1,Low,65385,1,28000,60,2,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,17.57,D,4,22.39,11271.84,5266.95,0.0,704.49,leinster,-16728.16,0,2014,0.07904642409033877,2.3351785714285715
34964111,2014,2014-11-01,1012016,10.0,MORTGAGE,3,High,230000,3,20000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,6.99,A,1,7.12,8636.67,7285.27,0.0,617.46,Northern-Irl,-11363.33,0,2014,0.07904642409033877,11.5
29705007,2014,2014-10-01,1012016,4.0,RENT,1,Low,40000,1,8200,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,6.49,A,1,14.17,3766.39,3224.44,0.0,251.29,ulster,-4433.610000000001,0,2014,0.07904642409033877,4.878048780487805
31227412,2014,2014-10-01,1012016,0.5,MORTGAGE,3,Low,62000,1,16575,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,20.2,E,5,20.69,6577.65,2737.94,0.0,440.99,leinster,-9997.35,0,2014,0.07904642409033877,3.7405731523378583
7067332,2013,2013-09-01,1012016,4.0,OWN,2,Low,41000,1,18225,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,10.64,B,2,23.74,16617.21,13658.76,0.0,593.57,Northern-Irl,-1607.7900000000009,0,2013,0.13883089770354906,2.2496570644718794
34423809,2014,2014-11-01,1012016,10.0,RENT,1,Low,65713,1,14975,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.99,C,3,36.8,11974.05,10272.11,0.0,356.18,ulster,-3000.9500000000007,0,2014,0.07904642409033877,4.388180300500835
1587644,2012,2012-10-01,1032015,10.0,MORTGAGE,3,Low,65000,1,11000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,12.12,B,2,26.01,13079.61932,11000.0,0.0,365.99,leinster,2079.61932,0,2012,0.15946336078797657,5.909090909090909
749262,2012,2012-03-01,1082013,10.0,MORTGAGE,3,Low,58600,1,8000,36,1,INDIVIDUAL,1,home_improvement,7,Low,1,BAD LOAN,1,6.03,A,1,19.29,4738.48,3596.79,601.02,243.49,Northern-Irl,-3261.5200000000004,1,2012,0.15946336078797657,7.325
1565671,2012,2012-10-01,1092013,0.5,RENT,1,Low,35000,1,7200,36,1,INDIVIDUAL,1,moving,10,Low,1,BAD LOAN,1,12.12,B,2,9.46,3368.31,1930.3,733.81,239.56,Northern-Irl,-3831.69,1,2012,0.15946336078797657,4.861111111111111
7649530,2013,2013-10-01,1112013,10.0,RENT,1,Low,42000,1,5000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,9.99,B,2,27.63,5041.74,5000.0,0.0,161.32,leinster,41.73999999999978,0,2013,0.13883089770354906,8.4
6531381,2013,2013-08-01,1012016,10.0,MORTGAGE,3,Low,72000,1,6000,36,1,INDIVIDUAL,1,wedding,5,High,2,GOOD LOAN,0,19.52,D,4,32.56,6426.76,4545.66,0.0,221.52,Northern-Irl,426.7600000000002,0,2013,0.13883089770354906,12.0
35743977,2014,2014-12-01,1012016,7.0,RENT,1,Medium,160000,2,35000,60,2,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,22.99,F,6,13.64,12779.41,4613.98,0.0,986.47,ulster,-22220.59,0,2014,0.07904642409033877,4.571428571428571
31217358,2014,2014-10-01,1062015,10.0,MORTGAGE,3,Low,86750,1,13600,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.99,D,4,15.94,15100.15,13600.0,0.0,337.93,munster,1500.1499999999996,0,2014,0.07904642409033877,6.3786764705882355
1475273,2012,2012-08-01,1092014,2.0,RENT,1,Low,71500,1,25000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,21.0,E,5,24.63,18249.08,6679.43,2660.97,676.34,Northern-Irl,-6750.919999999998,1,2012,0.15946336078797657,2.86
27631987,2014,2014-10-01,1072015,5.0,RENT,1,Low,60000,1,19150,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,20.2,E,5,14.44,22030.59,19150.0,0.0,509.5,Northern-Irl,2880.59,0,2014,0.07904642409033877,3.133159268929504
6319197,2013,2013-07-01,1012016,10.0,RENT,1,Low,41600,1,6000,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,15.22,C,3,15.12,6258.85,4801.72,0.0,208.64,leinster,258.85000000000036,0,2013,0.13883089770354906,6.933333333333334
5939722,2013,2013-07-01,1072015,4.0,RENT,1,Low,49663,1,5000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,13.05,B,2,11.74,5940.02,5000.0,0.0,168.6,munster,940.0200000000004,0,2013,0.13883089770354906,9.9326
5787288,2013,2013-06-01,1012016,1.0,RENT,1,Low,44000,1,8000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,11.14,B,2,8.86,8135.71,6723.73,0.0,262.45,Northern-Irl,135.71000000000004,0,2013,0.13883089770354906,5.5
1543877,2012,2012-09-01,1052013,5.0,OWN,2,Low,30000,1,9950,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,15.31,C,3,33.12,10885.13,9950.0,0.0,346.44,ulster,935.1299999999992,0,2012,0.15946336078797657,3.0150753768844223
30335926,2014,2014-10-01,1092015,10.0,MORTGAGE,3,Low,100000,1,15000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,6.49,A,1,4.67,15791.47,15000.0,0.0,459.67,Northern-Irl,791.4699999999993,0,2014,0.07904642409033877,6.666666666666667
33211673,2014,2014-11-01,1112015,7.0,RENT,1,Low,30000,1,7000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.29,D,4,30.64,8020.09,7000.0,0.0,247.11,leinster,1020.0900000000001,0,2014,0.07904642409033877,4.285714285714286
9010527,2013,2013-12-01,1012016,9.0,RENT,1,Low,24000,1,5000,36,1,INDIVIDUAL,1,other,4,High,2,GOOD LOAN,0,15.61,C,3,29.3,4370.59,3219.02,0.0,174.83,Northern-Irl,-629.4099999999999,0,2013,0.13883089770354906,4.8
1335864,2012,2012-06-01,1122012,8.0,RENT,1,Low,30348,1,10000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,BAD LOAN,1,10.74,B,2,21.31,7381.96,1451.18,5426.26,326.16,ulster,-2618.04,1,2012,0.15946336078797657,3.0348
1063609,2011,2011-12-01,1012015,10.0,OWN,2,Low,62691,1,6000,36,1,INDIVIDUAL,1,major_purchase,8,High,2,GOOD LOAN,0,13.49,C,3,3.16,7325.89258,6000.0,0.0,203.59,leinster,1325.8925799999997,0,2011,0.15083210448704445,10.4485
18585903,2014,2014-12-01,1052015,0.5,MORTGAGE,3,Medium,150000,2,24700,36,1,INDIVIDUAL,1,home_improvement,7,Low,1,GOOD LOAN,0,11.44,B,2,14.07,25882.05,24700.0,0.0,813.81,leinster,1182.0499999999993,0,2014,0.07904642409033877,6.0728744939271255
6178743,2013,2013-07-01,1072014,10.0,MORTGAGE,3,Low,66000,1,8500,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,13.05,B,2,25.0,9464.71,8500.0,0.0,286.61,munster,964.7099999999991,0,2013,0.13883089770354906,7.764705882352941
746531,2011,2011-05-01,1042014,2.0,RENT,1,Low,36000,1,5000,60,2,INDIVIDUAL,1,other,4,High,2,BAD LOAN,1,19.29,E,5,5.1,4870.03,2246.26,393.22,130.51,leinster,-129.97000000000025,1,2011,0.15083210448704445,7.2
582014,2010,2010-09-01,1112010,5.0,MORTGAGE,3,Low,61000,1,10000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.21,D,4,7.44,10127.36,10000.0,0.0,239.01,munster,127.36000000000058,0,2010,0.14953933380581147,6.1
2895161,2013,2013-01-01,1072014,3.0,MORTGAGE,3,Low,45000,1,9450,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.31,C,3,30.37,11183.87534,9450.0,0.0,329.03,ulster,1733.8753400000005,0,2013,0.13883089770354906,4.761904761904762
